cpd,km,protein,rsq,vmax
S4076,0.63,BM3 Heme 1YQP,0.51,1.97
S4080,0.3,BM3 Heme 1YQP,0.71,0.87
S4085,0.04,BM3 Heme 1YQP,0.48,0.0
S4090,0.03,BM3 Heme 1YQP,0.54,0.12
S4097,0.6,BM3 Heme 1YQP,0.5,2.06
S4102,0.04,BM3 Heme 1YQP,0.37,0.0
S4107,0.08,BM3 Heme 1YQP,0.38,0.02
S4120,0.25,BM3 Heme 1YQP,0.96,0.08
S4135,0.24,BM3 Heme 1YQP,0.98,0.54
S4146,0.04,BM3 Heme 1YQP,0.43,0.0
S4046,0.1,BM3 Heme 1YQP,0.28,0.0
S4050,0.02,BM3 Heme 1YQP,0.43,0.09
S4056,0.04,BM3 Heme 1YQP,0.36,0.14
S4060,0.25,BM3 Heme 1YQP,0.92,0.0
S4065,0.02,BM3 Heme 1YQP,0.26,0.0
S4073,0.04,BM3 Heme 1YQP,0.31,0.0
S4077,0.03,BM3 Heme 1YQP,0.48,0.0
S4081,0.26,BM3 Heme 1YQP,0.94,0.0
S4086,0.26,BM3 Heme 1YQP,0.82,0.68
S4092,0.04,BM3 Heme 1YQP,0.42,0.0
S4099,0.04,BM3 Heme 1YQP,0.7,0.0
S4104,0.27,BM3 Heme 1YQP,0.22,1.37
S4111,0.03,BM3 Heme 1YQP,0.56,0.07
S4122,0.2,BM3 Heme 1YQP,0.24,0.85
S4136,1.12,BM3 Heme 1YQP,0.39,4.47
S4147,0.72,BM3 Heme 1YQP,0.35,3.03
S4047,0.06,BM3 Heme 1YQP,0.36,0.21
S4051,0.03,BM3 Heme 1YQP,0.25,0.12
S4057,0.25,BM3 Heme 1YQP,0.97,0.0
S4062,0.06,BM3 Heme 1YQP,0.57,0.2
S4068,0.26,BM3 Heme 1YQP,0.96,0.56
S4074,0.03,BM3 Heme 1YQP,0.3,0.14
S4078,0.25,BM3 Heme 1YQP,0.92,0.0
S4082,0.24,BM3 Heme 1YQP,0.97,0.53
S4088,0.03,BM3 Heme 1YQP,0.59,0.0
S4095,0.04,BM3 Heme 1YQP,0.47,0.12
S4100,3.29,BM3 Heme 1YQP,0.51,11.48
S4105,0.02,BM3 Heme 1YQP,0.57,0.07
S4114,0.04,BM3 Heme 1YQP,0.23,0.0
S4128,0.51,BM3 Heme 1YQP,0.25,2.35
S4138,0.02,BM3 Heme 1YQP,0.5,0.0
S4148,0.05,BM3 Heme 1YQP,0.28,0.22
S4149,0.21,BM3 Heme 1YQP,0.97,0.45
S4159,0.02,BM3 Heme 1YQP,0.54,0.07
S4164,0.04,BM3 Heme 1YQP,0.64,0.0
S4169,0.23,BM3 Heme 1YQP,0.96,0.5
S4173,0.05,BM3 Heme 1YQP,0.72,0.12
S4178,0.21,BM3 Heme 1YQP,0.29,0.88
S4184,0.21,BM3 Heme 1YQP,0.9,0.0
S4188,0.22,BM3 Heme 1YQP,0.9,0.53
S4192,0.29,BM3 Heme 1YQP,0.13,1.97
S4197,0.06,BM3 Heme 1YQP,0.46,0.18
S4201,0.22,BM3 Heme 1YQP,0.98,0.0
S4206,0.25,BM3 Heme 1YQP,0.17,1.38
S4210,0.06,BM3 Heme 1YQP,0.33,0.2
S4216,0.53,BM3 Heme 1YQP,0.2,2.8
S4221,0.3,BM3 Heme 1YQP,0.26,1.32
S4227,0.12,BM3 Heme 1YQP,0.25,0.5
S4151,0.21,BM3 Heme 1YQP,0.92,0.0
S4160,0.02,BM3 Heme 1YQP,0.5,0.06
S4165,0.04,BM3 Heme 1YQP,0.37,0.12
S4170,0.26,BM3 Heme 1YQP,0.76,0.47
S4175,0.02,BM3 Heme 1YQP,0.25,0.1
S4179,0.02,BM3 Heme 1YQP,0.25,0.12
S4185,0.39,BM3 Heme 1YQP,0.6,1.21
S4189,0.21,BM3 Heme 1YQP,0.92,0.32
S4194,0.02,BM3 Heme 1YQP,0.62,0.08
S4198,0.21,BM3 Heme 1YQP,0.93,0.47
S4203,0.27,BM3 Heme 1YQP,0.82,0.65
S4207,0.02,BM3 Heme 1YQP,0.68,0.0
S4211,0.03,BM3 Heme 1YQP,0.16,0.0
S4217,0.68,BM3 Heme 1YQP,0.33,2.93
S4222,0.02,BM3 Heme 1YQP,0.17,0.0
S4228,0.05,BM3 Heme 1YQP,0.43,0.0
S4152,0.06,BM3 Heme 1YQP,0.44,0.19
S4161,0.03,BM3 Heme 1YQP,0.43,0.11
S4166,0.06,BM3 Heme 1YQP,0.22,0.31
S4171,0.02,BM3 Heme 1YQP,0.55,0.05
S4176,0.03,BM3 Heme 1YQP,0.16,0.0
S4181,0.04,BM3 Heme 1YQP,0.48,0.12
S4186,0.03,BM3 Heme 1YQP,0.57,0.0
S4190,0.26,BM3 Heme 1YQP,0.94,0.59
S4195,0.02,BM3 Heme 1YQP,0.89,0.04
S4199,0.25,BM3 Heme 1YQP,0.9,0.45
S4204,0.05,BM3 Heme 1YQP,0.42,0.0
S4208,0.04,BM3 Heme 1YQP,0.18,0.24
S4213,0.25,BM3 Heme 1YQP,0.94,0.6
S4219,0.05,BM3 Heme 1YQP,0.26,0.0
S4223,0.13,BM3 Heme 1YQP,0.21,0.6
S4229,0.03,BM3 Heme 1YQP,0.11,0.21
S4155,0.06,BM3 Heme 1YQP,0.56,0.18
S4162,0.04,BM3 Heme 1YQP,0.46,0.14
S4167,0.25,BM3 Heme 1YQP,0.74,0.71
S4172,0.26,BM3 Heme 1YQP,0.92,0.6
S4177,0.24,BM3 Heme 1YQP,0.78,0.66
S4182,0.29,BM3 Heme 1YQP,0.21,1.46
S4187,0.25,BM3 Heme 1YQP,0.79,0.66
S4191,0.25,BM3 Heme 1YQP,0.9,0.61
S4196,0.05,BM3 Heme 1YQP,0.29,0.23
S4200,0.03,BM3 Heme 1YQP,0.18,0.19
S4205,0.06,BM3 Heme 1YQP,0.46,0.22
S4209,0.08,BM3 Heme 1YQP,0.59,0.23
S4214,0.05,BM3 Heme 1YQP,0.26,0.21
S4220,0.04,BM3 Heme 1YQP,0.16,0.2
S4225,0.04,BM3 Heme 1YQP,0.29,0.18
S4230,0.12,BM3 Heme 1YQP,0.19,0.62
S4231,0.03,BM3 Heme 1YQP,0.54,0.0
S4237,0.02,BM3 Heme 1YQP,0.34,0.0
S4242,0.28,BM3 Heme 1YQP,0.23,1.36
S4269,0.05,BM3 Heme 1YQP,0.28,0.21
S4295,0.22,BM3 Heme 1YQP,0.98,0.0
S4308,0.02,BM3 Heme 1YQP,0.56,0.07
S4321,0.61,BM3 Heme 1YQP,0.49,2.14
S4330,0.04,BM3 Heme 1YQP,0.71,0.0
S4336,0.22,BM3 Heme 1YQP,0.94,0.0
S4342,0.05,BM3 Heme 1YQP,0.52,0.0
S4349,0.03,BM3 Heme 1YQP,0.55,0.09
S4358,0.03,BM3 Heme 1YQP,0.83,0.09
S4363,0.03,BM3 Heme 1YQP,0.48,0.12
S4370,0.04,BM3 Heme 1YQP,0.34,0.15
S4374,0.07,BM3 Heme 1YQP,0.36,0.25
S4381,0.04,BM3 Heme 1YQP,0.43,0.15
S4232,0.04,BM3 Heme 1YQP,0.47,0.13
S4238,0.03,BM3 Heme 1YQP,0.34,0.0
S4243,0.32,BM3 Heme 1YQP,0.63,0.98
S4274,0.36,BM3 Heme 1YQP,0.21,1.72
S4297,0.02,BM3 Heme 1YQP,0.33,0.08
S4311,0.04,BM3 Heme 1YQP,0.55,0.0
S4322,0.36,BM3 Heme 1YQP,0.27,1.7
S4333,0.24,BM3 Heme 1YQP,0.94,0.0
S4339,0.03,BM3 Heme 1YQP,0.43,0.09
S4343,0.04,BM3 Heme 1YQP,0.26,0.14
S4351,0.03,BM3 Heme 1YQP,0.32,0.13
S4359,0.02,BM3 Heme 1YQP,0.3,0.07
S4364,0.05,BM3 Heme 1YQP,0.38,0.2
S4371,0.12,BM3 Heme 1YQP,0.21,0.61
S4375,0.06,BM3 Heme 1YQP,0.42,0.0
S4382,0.03,BM3 Heme 1YQP,0.23,0.0
S4233,0.04,BM3 Heme 1YQP,0.32,0.14
S4239,1.19,BM3 Heme 1YQP,0.37,4.85
S4244,0.24,BM3 Heme 1YQP,0.98,0.2
S4282,0.02,BM3 Heme 1YQP,0.78,0.0
S4303,0.23,BM3 Heme 1YQP,0.97,0.0
S4312,0.03,BM3 Heme 1YQP,0.55,0.09
S4326,0.22,BM3 Heme 1YQP,0.95,0.0
S4334,0.22,BM3 Heme 1YQP,0.92,0.0
S4340,0.21,BM3 Heme 1YQP,0.91,0.0
S4345,0.22,BM3 Heme 1YQP,0.96,0.0
S4353,0.05,BM3 Heme 1YQP,0.87,0.0
S4360,0.63,BM3 Heme 1YQP,0.27,2.96
S4365,1.13,BM3 Heme 1YQP,0.32,4.32
S4372,0.04,BM3 Heme 1YQP,0.34,0.0
S4376,0.12,BM3 Heme 1YQP,0.25,0.53
S4384,0.04,BM3 Heme 1YQP,0.44,0.0
S4235,0.04,BM3 Heme 1YQP,0.68,0.0
S4240,0.54,BM3 Heme 1YQP,0.32,2.38
S4245,0.21,BM3 Heme 1YQP,0.19,1.1
S4285,0.05,BM3 Heme 1YQP,0.24,0.23
S4305,0.25,BM3 Heme 1YQP,0.99,0.53
S4314,0.03,BM3 Heme 1YQP,0.47,0.0
S4327,0.25,BM3 Heme 1YQP,0.97,0.54
S4335,0.83,BM3 Heme 1YQP,0.27,3.55
S4341,0.03,BM3 Heme 1YQP,0.67,0.0
S4348,1.48,BM3 Heme 1YQP,0.46,4.52
S4357,0.03,BM3 Heme 1YQP,0.24,0.0
S4362,1.84,BM3 Heme 1YQP,0.48,6.19
S4368,0.06,BM3 Heme 1YQP,0.76,0.0
S4373,0.04,BM3 Heme 1YQP,0.32,0.15
S4377,0.92,BM3 Heme 1YQP,0.37,3.69
S4385,0.02,BM3 Heme 1YQP,0.38,0.05
S4386,0.04,BM3 Heme 1YQP,0.5,0.0
S4394,0.22,BM3 Heme 1YQP,0.99,0.0
S4402,0.02,BM3 Heme 1YQP,0.22,0.1
S4414,0.03,BM3 Heme 1YQP,0.75,0.06
S5003,0.02,BM3 Heme 1YQP,0.68,0.0
S4389,1.32,BM3 Heme 1YQP,0.47,4.83
S4397,0.02,BM3 Heme 1YQP,0.47,0.0
S4404,0.21,BM3 Heme 1YQP,0.79,0.57
S4416,0.04,BM3 Heme 1YQP,0.4,0.0
S5004,0.02,BM3 Heme 1YQP,0.27,0.0
S4390,0.03,BM3 Heme 1YQP,0.39,0.0
S4398,0.02,BM3 Heme 1YQP,0.41,0.08
S4407,0.22,BM3 Heme 1YQP,0.96,0.51
S4505,0.01,BM3 Heme 1YQP,0.35,0.0
S4391,0.03,BM3 Heme 1YQP,0.32,0.08
S4401,0.02,BM3 Heme 1YQP,0.62,0.07
S4408,0.24,BM3 Heme 1YQP,0.93,0.0
S5001,0.26,BM3 Heme 1YQP,0.94,0.59
S1241,0.22,BM3 Heme 1YQP,0.98,0.49
S1251,0.23,BM3 Heme 1YQP,0.97,0.39
S1257,0.02,BM3 Heme 1YQP,0.33,0.0
S1261,0.05,BM3 Heme 1YQP,0.63,0.15
S1278,0.2,BM3 Heme 1YQP,0.91,0.0
S1283,0.19,BM3 Heme 1YQP,0.98,0.0
S1288,0.02,BM3 Heme 1YQP,0.25,0.1
S1294,0.1,BM3 Heme 1YQP,0.46,0.37
S1304,0.1,BM3 Heme 1YQP,0.36,0.4
S1324,0.21,BM3 Heme 1YQP,0.96,0.24
S1330,0.03,BM3 Heme 1YQP,0.46,0.11
S1336,0.02,BM3 Heme 1YQP,0.18,0.09
S1351,0.24,BM3 Heme 1YQP,0.7,0.72
S1357,0.09,BM3 Heme 1YQP,0.6,0.28
S1374,0.06,BM3 Heme 1YQP,0.4,0.0
S1379,0.23,BM3 Heme 1YQP,0.87,0.15
S1243,0.01,BM3 Heme 1YQP,0.51,0.0
S1252,0.02,BM3 Heme 1YQP,0.37,0.0
S1258,0.03,BM3 Heme 1YQP,0.17,0.0
S1267,0.04,BM3 Heme 1YQP,0.55,0.11
S1280,0.05,BM3 Heme 1YQP,0.72,0.0
S1284,0.21,BM3 Heme 1YQP,0.95,0.0
S1289,0.12,BM3 Heme 1YQP,0.18,0.66
S1299,0.23,BM3 Heme 1YQP,0.96,0.54
S1305,0.71,BM3 Heme 1YQP,0.31,3.16
S1326,0.23,BM3 Heme 1YQP,0.87,0.59
S1331,0.04,BM3 Heme 1YQP,0.27,0.16
S1340,0.01,BM3 Heme 1YQP,0.25,0.05
S1353,0.24,BM3 Heme 1YQP,0.86,0.39
S1358,0.1,BM3 Heme 1YQP,0.83,0.0
S1376,0.25,BM3 Heme 1YQP,0.94,0.58
S1380,0.02,BM3 Heme 1YQP,0.27,0.0
S1247,0.03,BM3 Heme 1YQP,0.1,0.2
S1255,0.63,BM3 Heme 1YQP,0.27,3.0
S1259,0.02,BM3 Heme 1YQP,0.37,0.0
S1271,0.25,BM3 Heme 1YQP,0.95,0.0
S1281,0.02,BM3 Heme 1YQP,0.35,0.0
S1286,0.3,BM3 Heme 1YQP,1.0,0.35
S1291,0.11,BM3 Heme 1YQP,0.18,0.57
S1300,0.32,BM3 Heme 1YQP,1.0,0.64
S1312,1.4,BM3 Heme 1YQP,0.48,4.85
S1328,0.61,BM3 Heme 1YQP,0.46,2.27
S1332,0.46,BM3 Heme 1YQP,0.4,1.81
S1342,0.26,BM3 Heme 1YQP,0.96,0.41
S1354,0.27,BM3 Heme 1YQP,0.99,0.57
S1359,0.28,BM3 Heme 1YQP,0.97,0.0
S1377,3.24,BM3 Heme 1YQP,0.56,10.65
S1381,0.03,BM3 Heme 1YQP,0.48,0.0
S1250,0.19,BM3 Heme 1YQP,0.28,0.8
S1256,0.02,BM3 Heme 1YQP,0.33,0.0
S1260,0.27,BM3 Heme 1YQP,0.79,0.73
S1276,0.03,BM3 Heme 1YQP,0.22,0.15
S1282,0.05,BM3 Heme 1YQP,0.4,0.0
S1287,0.26,BM3 Heme 1YQP,0.99,0.0
S1293,0.03,BM3 Heme 1YQP,0.54,0.0
S1302,0.04,BM3 Heme 1YQP,0.11,0.28
S1322,1.87,BM3 Heme 1YQP,0.43,7.14
S1329,0.26,BM3 Heme 1YQP,0.92,0.0
S1333,0.01,BM3 Heme 1YQP,0.2,0.0
S1344,0.03,BM3 Heme 1YQP,0.51,0.0
S1356,0.05,BM3 Heme 1YQP,0.17,0.0
S1368,0.03,BM3 Heme 1YQP,0.72,0.08
S1378,0.03,BM3 Heme 1YQP,0.14,0.0
S1382,0.25,BM3 Heme 1YQP,0.97,0.0
S1385,0.5,BM3 Heme 1YQP,0.26,2.34
S1391,0.03,BM3 Heme 1YQP,0.28,0.14
S1398,0.03,BM3 Heme 1YQP,0.89,0.0
S1404,0.22,BM3 Heme 1YQP,0.95,0.0
S1409,0.03,BM3 Heme 1YQP,0.74,0.0
S1430,0.21,BM3 Heme 1YQP,0.91,0.0
S1437,0.22,BM3 Heme 1YQP,0.85,0.0
S1442,0.22,BM3 Heme 1YQP,0.94,0.0
S1457,0.02,BM3 Heme 1YQP,0.36,0.0
S1467,0.23,BM3 Heme 1YQP,0.89,0.0
S1490,0.05,BM3 Heme 1YQP,0.52,0.0
S1501,0.09,BM3 Heme 1YQP,0.17,0.45
S1508,0.31,BM3 Heme 1YQP,0.83,0.78
S1538,0.24,BM3 Heme 1YQP,0.76,0.0
S1550,0.03,BM3 Heme 1YQP,0.41,0.14
S1578,0.14,BM3 Heme 1YQP,0.22,0.73
S1386,0.07,BM3 Heme 1YQP,0.56,0.16
S1394,0.04,BM3 Heme 1YQP,0.63,0.12
S1400,0.02,BM3 Heme 1YQP,0.8,0.0
S1405,0.71,BM3 Heme 1YQP,0.47,2.53
S1415,0.01,BM3 Heme 1YQP,0.54,0.0
S1431,0.21,BM3 Heme 1YQP,0.94,0.49
S1438,0.22,BM3 Heme 1YQP,0.97,0.0
S1443,0.21,BM3 Heme 1YQP,0.95,0.46
S1464,0.15,BM3 Heme 1YQP,0.19,0.75
S1468,0.21,BM3 Heme 1YQP,0.9,0.52
S1491,0.05,BM3 Heme 1YQP,0.59,0.16
S1502,0.02,BM3 Heme 1YQP,0.27,0.09
S1512,0.2,BM3 Heme 1YQP,0.95,0.0
S1540,0.24,BM3 Heme 1YQP,0.94,0.55
S1567,0.24,BM3 Heme 1YQP,0.86,0.55
S1593,0.25,BM3 Heme 1YQP,0.93,0.25
S1389,0.02,BM3 Heme 1YQP,0.38,0.0
S1396,1.56,BM3 Heme 1YQP,0.4,6.12
S1401,0.25,BM3 Heme 1YQP,0.9,0.6
S1407,0.28,BM3 Heme 1YQP,0.96,0.62
S1425,0.62,BM3 Heme 1YQP,0.43,2.37
S1432,0.1,BM3 Heme 1YQP,0.26,0.46
S1439,0.16,BM3 Heme 1YQP,0.2,0.74
S1444,0.2,BM3 Heme 1YQP,0.22,0.96
S1465,0.25,BM3 Heme 1YQP,0.92,0.62
S1483,0.05,BM3 Heme 1YQP,0.28,0.0
S1497,0.24,BM3 Heme 1YQP,1.0,0.5
S1504,0.01,BM3 Heme 1YQP,0.21,0.0
S1514,0.04,BM3 Heme 1YQP,0.33,0.0
S1547,0.05,BM3 Heme 1YQP,0.48,0.0
S1569,0.05,BM3 Heme 1YQP,0.3,0.19
S1601,0.02,BM3 Heme 1YQP,0.41,0.06
S1390,0.21,BM3 Heme 1YQP,0.26,0.89
S1397,0.03,BM3 Heme 1YQP,0.5,0.0
S1403,0.05,BM3 Heme 1YQP,0.42,0.19
S1408,0.2,BM3 Heme 1YQP,0.16,1.14
S1426,0.23,BM3 Heme 1YQP,0.17,1.28
S1436,0.3,BM3 Heme 1YQP,0.99,0.21
S1441,0.07,BM3 Heme 1YQP,0.56,0.0
S1445,0.03,BM3 Heme 1YQP,0.32,0.11
S1466,0.1,BM3 Heme 1YQP,0.17,0.55
S1488,0.03,BM3 Heme 1YQP,0.33,0.0
S1500,0.06,BM3 Heme 1YQP,0.33,0.0
S1505,0.25,BM3 Heme 1YQP,0.15,1.43
S1517,0.97,BM3 Heme 1YQP,0.35,4.1
S1549,0.03,BM3 Heme 1YQP,0.59,0.0
S1576,0.04,BM3 Heme 1YQP,0.52,0.0
S1603,0.24,BM3 Heme 1YQP,0.98,0.32
S1604,0.03,BM3 Heme 1YQP,0.45,0.11
S1608,0.04,BM3 Heme 1YQP,0.48,0.12
S1613,0.09,BM3 Heme 1YQP,0.36,0.34
S1619,0.04,BM3 Heme 1YQP,0.4,0.11
S1625,0.1,BM3 Heme 1YQP,0.19,0.49
S1629,0.16,BM3 Heme 1YQP,0.22,0.75
S1636,0.19,BM3 Heme 1YQP,0.14,1.21
S1641,0.24,BM3 Heme 1YQP,0.88,0.6
S1646,0.02,BM3 Heme 1YQP,0.28,0.07
S1652,0.23,BM3 Heme 1YQP,0.8,0.62
S1657,0.02,BM3 Heme 1YQP,0.54,0.0
S1666,0.02,BM3 Heme 1YQP,0.47,0.08
S1672,0.28,BM3 Heme 1YQP,0.78,0.73
S1679,0.23,BM3 Heme 1YQP,0.72,0.59
S1685,0.04,BM3 Heme 1YQP,0.44,0.0
S1691,0.29,BM3 Heme 1YQP,0.79,0.75
S1605,0.01,BM3 Heme 1YQP,0.29,0.05
S1609,0.03,BM3 Heme 1YQP,0.41,0.0
S1614,0.23,BM3 Heme 1YQP,0.86,0.59
S1620,0.28,BM3 Heme 1YQP,0.15,1.62
S1626,0.02,BM3 Heme 1YQP,0.36,0.08
S1630,0.27,BM3 Heme 1YQP,0.19,1.4
S1638,0.1,BM3 Heme 1YQP,0.13,0.6
S1643,0.23,BM3 Heme 1YQP,0.96,0.52
S1647,0.03,BM3 Heme 1YQP,0.18,0.16
S1653,0.04,BM3 Heme 1YQP,0.12,0.27
S1658,0.43,BM3 Heme 1YQP,0.5,1.48
S1667,0.02,BM3 Heme 1YQP,0.2,0.1
S1673,0.25,BM3 Heme 1YQP,0.93,0.0
S1680,0.26,BM3 Heme 1YQP,0.98,0.57
S1688,0.24,BM3 Heme 1YQP,0.94,0.55
S1692,0.07,BM3 Heme 1YQP,0.27,0.0
S1606,0.02,BM3 Heme 1YQP,0.27,0.0
S1610,0.05,BM3 Heme 1YQP,0.59,0.14
S1615,0.06,BM3 Heme 1YQP,0.35,0.0
S1622,0.27,BM3 Heme 1YQP,0.94,0.34
S1627,0.09,BM3 Heme 1YQP,0.39,0.35
S1633,0.4,BM3 Heme 1YQP,0.82,1.01
S1639,0.06,BM3 Heme 1YQP,0.63,0.0
S1644,0.05,BM3 Heme 1YQP,0.56,0.0
S1649,0.05,BM3 Heme 1YQP,0.46,0.18
S1654,0.05,BM3 Heme 1YQP,0.6,0.15
S1662,0.24,BM3 Heme 1YQP,0.99,0.0
S1669,0.24,BM3 Heme 1YQP,0.95,0.0
S1676,0.04,BM3 Heme 1YQP,0.17,0.21
S1681,0.45,BM3 Heme 1YQP,0.67,1.34
S1689,0.41,BM3 Heme 1YQP,0.77,1.13
S1693,0.29,BM3 Heme 1YQP,0.98,0.61
S1607,0.03,BM3 Heme 1YQP,0.39,0.0
S1611,0.02,BM3 Heme 1YQP,0.43,0.0
S1618,0.05,BM3 Heme 1YQP,0.43,0.0
S1623,1.01,BM3 Heme 1YQP,0.49,3.63
S1628,0.03,BM3 Heme 1YQP,0.72,0.0
S1635,0.31,BM3 Heme 1YQP,0.97,0.24
S1640,0.04,BM3 Heme 1YQP,0.21,0.16
S1645,0.04,BM3 Heme 1YQP,0.22,0.16
S1651,0.34,BM3 Heme 1YQP,0.27,1.52
S1655,0.27,BM3 Heme 1YQP,0.93,0.62
S1665,0.04,BM3 Heme 1YQP,0.23,0.19
S1671,0.04,BM3 Heme 1YQP,0.51,0.11
S1677,0.02,BM3 Heme 1YQP,0.25,0.0
S1683,0.04,BM3 Heme 1YQP,0.27,0.0
S1690,0.46,BM3 Heme 1YQP,0.66,1.39
S1696,0.04,BM3 Heme 1YQP,0.34,0.15
S1701,0.06,BM3 Heme 1YQP,0.2,0.33
S1705,0.02,BM3 Heme 1YQP,0.3,0.09
S1712,0.02,BM3 Heme 1YQP,0.43,0.0
S1716,0.04,BM3 Heme 1YQP,0.44,0.11
S1723,0.03,BM3 Heme 1YQP,0.26,0.15
S1702,0.03,BM3 Heme 1YQP,0.34,0.11
S1706,0.25,BM3 Heme 1YQP,0.96,0.0
S1713,0.4,BM3 Heme 1YQP,0.27,1.79
S1718,0.04,BM3 Heme 1YQP,0.5,0.0
S1725,0.02,BM3 Heme 1YQP,0.29,0.07
S1703,0.36,BM3 Heme 1YQP,0.27,1.67
S1708,0.01,BM3 Heme 1YQP,0.56,0.0
S1714,0.04,BM3 Heme 1YQP,0.42,0.0
S1719,0.27,BM3 Heme 1YQP,0.98,0.35
S1704,0.02,BM3 Heme 1YQP,0.17,0.1
S1709,0.03,BM3 Heme 1YQP,0.22,0.11
S1715,0.04,BM3 Heme 1YQP,0.44,0.12
S1721,0.27,BM3 Heme 1YQP,0.99,0.54
S1878,0.04,BM3 Heme 1YQP,0.76,0.09
S1884,0.28,BM3 Heme 1YQP,0.74,0.73
S1891,0.15,BM3 Heme 1YQP,0.84,0.0
S1897,0.02,BM3 Heme 1YQP,0.23,0.0
S1903,0.03,BM3 Heme 1YQP,0.17,0.16
S1908,0.26,BM3 Heme 1YQP,0.73,0.67
S1914,0.26,BM3 Heme 1YQP,0.18,1.44
S1920,0.04,BM3 Heme 1YQP,0.57,0.0
S1933,0.21,BM3 Heme 1YQP,0.8,0.21
S1941,0.04,BM3 Heme 1YQP,0.52,0.12
S1957,0.21,BM3 Heme 1YQP,0.95,0.0
S1962,0.05,BM3 Heme 1YQP,0.49,0.0
S1971,0.22,BM3 Heme 1YQP,0.94,0.0
S1978,0.22,BM3 Heme 1YQP,0.81,0.57
S1988,0.21,BM3 Heme 1YQP,0.81,0.0
S2003,0.05,BM3 Heme 1YQP,0.66,0.16
S1880,0.22,BM3 Heme 1YQP,0.9,0.44
S1885,0.46,BM3 Heme 1YQP,0.25,2.22
S1894,0.02,BM3 Heme 1YQP,0.22,0.11
S1898,0.04,BM3 Heme 1YQP,0.34,0.0
S1904,1.39,BM3 Heme 1YQP,0.35,5.86
S1909,0.21,BM3 Heme 1YQP,0.99,0.44
S1915,0.23,BM3 Heme 1YQP,0.95,0.0
S1921,0.02,BM3 Heme 1YQP,0.63,0.0
S1934,0.25,BM3 Heme 1YQP,0.81,0.64
S1949,0.04,BM3 Heme 1YQP,0.47,0.0
S1958,0.23,BM3 Heme 1YQP,0.86,0.57
S1964,0.24,BM3 Heme 1YQP,0.87,0.0
S1972,1.14,BM3 Heme 1YQP,0.41,4.32
S1979,1.24,BM3 Heme 1YQP,0.41,4.76
S1992,0.42,BM3 Heme 1YQP,0.58,1.29
S2005,0.03,BM3 Heme 1YQP,0.21,0.0
S1881,0.24,BM3 Heme 1YQP,0.68,0.72
S1888,0.03,BM3 Heme 1YQP,0.19,0.0
S1895,0.78,BM3 Heme 1YQP,0.33,3.39
S1899,0.04,BM3 Heme 1YQP,0.29,0.19
S1905,0.24,BM3 Heme 1YQP,0.21,1.26
S1910,0.27,BM3 Heme 1YQP,0.16,1.54
S1916,0.25,BM3 Heme 1YQP,0.94,0.59
S1928,0.02,BM3 Heme 1YQP,0.39,0.06
S1937,0.03,BM3 Heme 1YQP,0.46,0.1
S1952,0.24,BM3 Heme 1YQP,0.99,0.34
S1959,0.05,BM3 Heme 1YQP,0.34,0.21
S1965,0.29,BM3 Heme 1YQP,0.96,0.0
S1974,0.24,BM3 Heme 1YQP,0.87,0.58
S1983,0.06,BM3 Heme 1YQP,0.43,0.0
S1994,0.87,BM3 Heme 1YQP,0.38,3.41
S2006,0.25,BM3 Heme 1YQP,0.91,0.59
S1883,0.35,BM3 Heme 1YQP,0.11,2.43
S1890,0.03,BM3 Heme 1YQP,0.55,0.09
S1896,0.24,BM3 Heme 1YQP,0.91,0.0
S1902,0.4,BM3 Heme 1YQP,0.29,1.79
S1907,0.24,BM3 Heme 1YQP,0.88,0.0
S1913,0.01,BM3 Heme 1YQP,0.33,0.05
S1917,0.68,BM3 Heme 1YQP,0.29,2.87
S1929,0.02,BM3 Heme 1YQP,0.22,0.09
S1940,0.28,BM3 Heme 1YQP,0.98,0.0
S1956,0.58,BM3 Heme 1YQP,0.37,2.33
S1960,0.05,BM3 Heme 1YQP,0.59,0.0
S1969,0.26,BM3 Heme 1YQP,0.97,0.0
S1975,0.72,BM3 Heme 1YQP,0.39,2.79
S1987,0.47,BM3 Heme 1YQP,0.67,1.35
S2001,0.49,BM3 Heme 1YQP,0.57,1.58
S2007,0.21,BM3 Heme 1YQP,0.3,0.88
S2011,0.01,BM3 Heme 1YQP,0.72,0.0
S2020,0.2,BM3 Heme 1YQP,0.95,0.0
S2026,0.03,BM3 Heme 1YQP,0.5,0.09
S2031,0.67,BM3 Heme 1YQP,0.28,3.02
S2037,0.03,BM3 Heme 1YQP,0.34,0.1
S2043,0.21,BM3 Heme 1YQP,0.94,0.0
S2047,0.22,BM3 Heme 1YQP,0.78,0.0
S2054,0.04,BM3 Heme 1YQP,0.14,0.25
S2059,0.03,BM3 Heme 1YQP,0.35,0.09
S2064,0.26,BM3 Heme 1YQP,0.78,0.71
S2069,0.01,BM3 Heme 1YQP,0.26,0.05
S2078,0.02,BM3 Heme 1YQP,0.23,0.07
S2084,0.27,BM3 Heme 1YQP,0.77,0.75
S2090,0.03,BM3 Heme 1YQP,0.15,0.19
S2097,0.02,BM3 Heme 1YQP,0.36,0.0
S2102,0.02,BM3 Heme 1YQP,0.23,0.08
S2015,0.03,BM3 Heme 1YQP,0.56,0.09
S2021,0.3,BM3 Heme 1YQP,0.76,0.81
S2028,0.02,BM3 Heme 1YQP,0.32,0.07
S2032,0.03,BM3 Heme 1YQP,0.86,0.0
